0	0.707106781	0	0	0	0	0	0	0	0	2.738612788	0.707106781	0.707106781	0	0	0	0	1.870828693	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	2.738612788	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0	0	0	0	0	0	1.224744871	0	0.707106781	0	0	1.224744871	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0.707106781	0	0	0	0	0	1.870828693	0.707106781	1.224744871	0.707106781	0	1.224744871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0.1	0	0	0.707106781	0.707106781	0	0.707106781	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0.707106781	1.224744871	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0	0.1	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.707106781	0	0	0	1.870828693	0.707106781	0	0	0	0	0	0	0	0
0.707106781	0	0	0	0	0	0	0.707106781	0	0	0	0	1.870828693	0	0	0.707106781	0	2.738612788	1.224744871	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0	0.707106781	0.707106781	0	0	0	0	0.707106781	0	0	0.707106781	0	0	1.870828693	1.224744871	0	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0	0.707106781	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0.707106781	0	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0	0.707106781	0	0	0.707106781	0	0	0	0	0	1.870828693	0.1	0	0	0	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0	2.738612788	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	1.870828693	0	0	0.707106781	0	0	0	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0
0.707106781	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0.707106781	1.870828693	0.707106781	0	0	0	1.870828693	0.707106781	0	0.707106781	0.707106781	0	0	0	0.707106781	0.707106781	0	0	0	0.707106781	1.870828693	0.707106781	0.707106781	0	0.707106781	0	0	0	0	0.707106781	0	0	0	0	0.707106781	0.707106781	0	0	0.707106781	0	0	0	0.707106781	0.707106781	0.707106781	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0.707106781	0.707106781	0.707106781	0.707106781	0	0.1	0	0	0	0	0	0	0.707106781	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.870828693	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0.707106781	1.224744871	0	0.707106781	0	0.707106781	0.707106781	0	0.707106781	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0.707106781	0	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0.1	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0.707106781	0	0	0	0	0.707106781	0.707106781	0.707106781	0	0	0	0.707106781	0	0	1.224744871	0	0	0.707106781	0	0.707106781	0	0	0	0	0.707106781	0	0	0.707106781	0	0	0	0.707106781	0	0	0.707106781	1.870828693	0	0	0.707106781	0.707106781	0.707106781	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0	0	0	0	0	0
0.707106781	0.707106781	0.707106781	0	0.707106781	0	0	0.707106781	0	0	0	1.224744871	0.707106781	0	0	0	0	1.870828693	0.707106781	0	0	0	0	0	0	0	0	0	0	0	1.224744871	1.224744871	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0.707106781	0	0	0	1.870828693	0	0	0.707106781	0	0	0	0.707106781	0.707106781	0.707106781	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0.707106781	0	0	0.707106781	0	0.707106781	0.707106781	0	0	0	0.707106781	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0.707106781	0.707106781	0.707106781	0	0	0	0	0.707106781	0.707106781	0	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0.1	0.707106781	0.1	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0.707106781	0.707106781	0.707106781	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0.707106781	0	0	0	0.707106781	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0.707106781	0	1.870828693	0	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0.707106781	0	0	0	0	0	0.707106781	0.707106781	0.707106781	0	0.707106781	0	0	0.707106781	1.870828693	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	2.738612788	0	0	0.707106781	2.738612788	0	0	0.707106781	0	0	0	0	0	0	0	1.224744871	0	0	0	0.707106781	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0	0	0	0.707106781	0	0
0	0.707106781	0	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0	2.738612788	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	1.224744871	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0	0	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0.707106781	0.707106781	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	1.224744871	0.707106781	0.707106781	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	2.738612788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	4.183300133	0	0	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0	1.870828693	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.224744871	0	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0.707106781	0	1.870828693	0	0	0	1.870828693	0	0	0	1.870828693	0	0	0.707106781	0	1.870828693	0	0	0	0	0.707106781	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	1.224744871	1.224744871	0	0	0	0	0.1	0	0	0
0.707106781	0.707106781	0.707106781	0	0	0	0	0.707106781	0	0	0	0.707106781	1.224744871	0.707106781	0	0	0	1.870828693	0.707106781	0	0.707106781	0	0	0	0	0	0.707106781	0	0	0.707106781	0.707106781	0.707106781	0.707106781	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0.707106781	0	0	0.707106781	0.707106781	0.707106781	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0.707106781	0.707106781	0	0.707106781	0	0	0	0	0	0.707106781	0.707106781	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0	0.707106781	0	0	0.707106781	0.707106781	0.707106781	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.707106781	0.707106781	0	0	0.707106781	0	0	0.707106781	0	0.707106781	0	0	0	0	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0	0	0.707106781	0	0	0	1.224744871	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0.707106781	0	0	2.738612788	0	0	0	0	0.707106781	0	0	0	0	0	0.707106781	0	0.707106781	0	1.224744871	0	1.870828693	0	0	0	1.870828693	0	0	0.707106781	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0
0.707106781	0.707106781	0	0	0.707106781	0	0	0.707106781	0	0	0.707106781	0.707106781	1.224744871	0.707106781	0	0.707106781	0.707106781	1.870828693	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0	0	0.707106781	1.224744871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.870828693	0	0	0.707106781	0	0	0	0.707106781	0.707106781	0.707106781	0	0.707106781	0.707106781	0	0.707106781	0	0	0	0.707106781	0	0.707106781	0	0	0.707106781	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0.707106781	0	0	0	0	0.707106781	0	1.870828693	1.870828693	1.224744871	0.707106781	0	0.707106781	0.707106781	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0.707106781	0	0	0.707106781	0.707106781	0.707106781	0	0.1	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0.707106781	0	2.738612788	0	1.224744871	0	0	0.707106781	0	0.707106781	0	0.707106781	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0.707106781	0.707106781	0	0	0.707106781	0	0	0.707106781	0.707106781	0	0	0	0.707106781	0	0	0.707106781	0	0	0.707106781	0	0.707106781	0	0	0	1.224744871	0	0	0	4.183300133	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0	0	0	0	0	0	1.870828693	0.707106781	0.707106781	0	0.1	0	0	0.1	0	0.707106781
0	0	0.707106781	0	0	0	0	0.707106781	0	0	0	0	1.224744871	0	0	1.224744871	0	2.738612788	0.707106781	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	0	1.224744871	0.707106781	0	0.707106781	1.224744871	0	0.707106781	0.707106781	0	0	0	0.707106781	0.707106781	0.707106781	0	0.707106781	0.707106781	0	0.707106781	0	0	0.707106781	0	0	0.707106781	0.707106781	0	0	0.707106781	0	0	0.707106781	0	0	0	0	0.707106781	0	0	0.707106781	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0	1.224744871	0	0	0	0.707106781	0.707106781	0	0	0.707106781	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0	0.707106781	0	0	0.707106781	0	0	0	0	0.707106781	0	0	0	0	0	0.707106781	0	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0.707106781	0	0	0.707106781	0	0	0.707106781	0	0	0	0.707106781	0	0.707106781	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0.707106781	0	0	0	0	0.707106781	0	0	0.707106781	0	0	0.707106781	0	0.707106781	0	0	0	1.224744871	0	0	0.707106781	2.738612788	0	0	0.707106781	0	0	0	0.707106781	0	0	0.707106781	0.707106781	0	0	0.707106781	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0.707106781	1.870828693	0.707106781	0	0	0	0	0	0	0.1
0.707106781	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0.707106781	1.870828693	0	0	0	0	1.870828693	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	1.870828693	0	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0.707106781	0.707106781	0	0.1	0	0.707106781	0	0	0	0	0.707106781	0.707106781	0	0	0.707106781	0	0.707106781	0.1	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0.707106781	0.707106781	0.707106781	0.707106781	1.870828693	0.707106781	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0.707106781	0	0.707106781	0	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0.707106781	0.1	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0.707106781	0.707106781	0	0.707106781	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0.707106781	0	0	0	0.707106781	0.707106781	0.707106781	0.707106781	0	0	0	0	1.870828693	0	0	0	0	0	0	0	0.707106781	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0	1.224744871	0.707106781	0	0	0.707106781	0	0	0	0	0.707106781	0	0.707106781	0	0	0.707106781	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	1.224744871	0	0	0.707106781	0.707106781	0	0	0	0	0	0	1.870828693	0	0	0	0.707106781	0	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0.707106781	0.707106781	0
0.707106781	0.707106781	0.707106781	0	0	0	0	0.707106781	0	0	0.707106781	1.224744871	1.224744871	0	0	0.707106781	0	2.738612788	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0.707106781	0	0.707106781	0	0.707106781	0	0.707106781	0.707106781	0	0.707106781	0	0	0.707106781	0	0	0.1	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0	0	0	0	0.707106781	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0.707106781	0.707106781	0	0	0	0	0	0	0.707106781	0.707106781	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0.707106781	0.1	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0.707106781	0	0.1	0	0	0.707106781	0.707106781	0	0.707106781	0	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0.707106781	0	0	0.707106781	0	0	0	0.1	0	0	0.707106781	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0	0	1.224744871	0	0.707106781	0.707106781	0	0	0	0	0	1.224744871	0	0	0	0	0.707106781	0	0	0.707106781	0	0.1	0.707106781	0	0.707106781	0	0	0	1.870828693	0	0	0.707106781	2.738612788	0	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0
0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	0	1.224744871	0.707106781	0	0	0	1.870828693	0.707106781	0	0.707106781	0	0	0	0	0.707106781	0.707106781	0	0	0.707106781	1.870828693	1.224744871	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0.707106781	0.707106781	0	0.707106781	0	0	0.707106781	0.707106781	0	0	0	0.707106781	0	0.707106781	0	0.707106781	0	0	0.707106781	0	0	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0.707106781	0.707106781	0.707106781	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.707106781	0	0	0	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0.707106781	0	1.870828693	0	0	0.707106781	0	0	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0.707106781	0	0	2.738612788	0	0	0	0	0.707106781	0	0	0	0	0.707106781	0.707106781	0	0.707106781	0	1.870828693	0	0.707106781	0	0	0	1.870828693	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0.707106781	0	0	0	0	0.707106781	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0
0.707106781	0.707106781	0.707106781	0	0	0	0	0.707106781	0	0	0	1.870828693	1.224744871	0.707106781	0	0	0.1	1.870828693	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0	0	0.707106781	1.224744871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0.707106781	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0.707106781	0.707106781	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0.707106781	1.870828693	0.707106781	0	0	0.707106781	0	0	0	0	0	0.707106781	0	0.707106781	0	0.707106781	0.707106781	0	0	0	0.1	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0	0	0	0.707106781	0.707106781	0.707106781	0	0.707106781	0	0.707106781	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0	1.870828693	0	0	0.707106781	0	0	0	0.707106781	0.707106781	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0.707106781	0.707106781	0	0	0	0.707106781	0	0	0.707106781	0	0	0	0	0.707106781	0	0.707106781	0.707106781	0	0	0.707106781	0	0	1.870828693	0	0	0	0	0.707106781	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	1.224744871	0	0	0.707106781	1.870828693	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0.707106781	0	0	0	0.1	0	0	0	0.707106781	0	0	0	0	0	0.1	0	0
0	0.707106781	0	0	0	0	0	0	0	0	0.707106781	0	1.870828693	0.707106781	0	0.707106781	0	4.183300133	0.707106781	0	0	0.707106781	0	0	0	0	0.1	0	0	0	0.707106781	1.224744871	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0	0.707106781	0	0	0	0.707106781	0	0.707106781	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0.1	0	0	0.707106781	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0.707106781	1.870828693	0.707106781	0.707106781	0	0	0.707106781	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0	1.224744871	1.870828693	0	0	0	0.707106781	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0.707106781	0	0	1.870828693	0	0	0	0	0.707106781	0	0.707106781	0	0.707106781	0.707106781	0	0	0	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0	1.224744871	0	0	0.707106781	0	0	0	0	0	0.1	0.707106781	0	0	0	0.707106781	0	0	1.870828693	0	0	0	0	0.707106781	0	0	0	0	0.707106781	0.707106781	0	1.870828693	0	0.707106781	0	1.224744871	0	0	0	1.870828693	0	0	0.707106781	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	1.224744871	0	0	0	0	0	0	0	0.707106781
0.707106781	0.1	0.707106781	0	0	0	0	0.707106781	0	0	0.707106781	0	2.738612788	1.224744871	0	0.707106781	0	2.738612788	0	0	0.707106781	0	0	0	0	0	0	0	0	0	1.224744871	0.707106781	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0	0.707106781	0	0	0.707106781	0	0	0.707106781	0	0.707106781	0	0.707106781	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0.707106781	0	0	0.707106781	0.707106781	0	0	0.707106781	0	0	0	0	0	0.707106781	0	0	0	0	0	0.707106781	0	0	0	0	0.707106781	0	0.707106781	0	0	0	0	0.707106781	0	0	0.707106781	0.707106781	0.707106781	0.707106781	0	0.707106781	0	0	0	0	0.707106781	0	0	0.707106781	1.870828693	1.224744871	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0.1	0.707106781	0.707106781	0	0.707106781	0.707106781	0	0.707106781	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	1.870828693	0	0	0.707106781	0	0	0	0.707106781	0	0.707106781	0.707106781	0.707106781	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0	1.224744871	0.707106781	0	1.224744871	0	0	0.707106781	0	1.224744871	0.707106781	0.707106781	0	0	0.707106781	0.707106781	0	0	2.738612788	0	0	0	0	0.707106781	0	0	0	0	0.707106781	0.707106781	0	0.707106781	0	0	0	1.870828693	0	0	0.707106781	2.738612788	0	0	0.707106781	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0.707106781
0.707106781	0.707106781	0.707106781	0	0	0	0	0	0.707106781	0	1.224744871	0.707106781	1.870828693	0	0	0.707106781	0	4.183300133	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0.707106781	0	0	0	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0	0.707106781	0	0.707106781	0.707106781	0	0	0	0	0	0.707106781	0	0	2.738612788	0	0	0	0	0.707106781	0	0	0.707106781	0	0	0.707106781	0	0	0	0.707106781	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	1.224744871	0	0	0.707106781	0.707106781	0.707106781	0	0	0	0	0	0.707106781	0	0	0	0	0.707106781	0	0	0	0	0	0	0.707106781	0	0.707106781	1.870828693	1.870828693	0	0	0	0.707106781	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.707106781	0	0	0	0	0	0.707106781	0.707106781	0	0	0	0	0.707106781	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0	0.707106781	0	0	0	0	0.707106781	0	0	0	0.707106781	0.707106781	0	0	2.738612788	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0.707106781	0.707106781	0.707106781	0	0	1.224744871	0	0	0.707106781	0	0	0	0	0	0	0	0.707106781	0	0	0.707106781	0	0	1.224744871	0	0	0.1	0	0	0	0	0	0	0	0.707106781	0	0.707106781	0	0	0	1.870828693	0	0	0.707106781	4.183300133	0	0	0.707106781	0	0.707106781	0	0	0	0	0	0	0	0	0.1	0.707106781	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0.707106781
